Timestamp,num_ues,IMSI,RNTI,,slicing_enabled,slice_id,slice_prb,power_multiplier,scheduling_policy,,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_rssi,ul_sinr,phr,,sum_requested_prbs,sum_granted_prbs,,dl_pmi,dl_ri,ul_n,ul_turbo_iters
1709155913079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155913329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155913579,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.5,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155913829,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.5714,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155914079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155914329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155914579,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,15,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155914829,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.7143,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155915079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155915329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.5,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155915579,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155915829,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.4286,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155916079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155916329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155916579,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155916829,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.7143,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155917079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155917329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155917579,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155917829,1,1010123456002,71,,1,0,9,1,0,,9,4,0,0.001824,1,0,14.8571,,0,0,0,0,0,0,0,0,0,,2,3,,0,0,0,0
1709155918079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155918329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155918579,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.5,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155918829,1,1010123456002,71,,1,0,9,1,0,,13.9183,208,26745,0.459392,52,0,14.7143,,14.7424,66,0,0.77792,19,0,0,32.6855,31,,2964,546,,0,0,0,1
1709155919079,1,1010123456002,71,,1,0,9,1,0,,14,827,48665,2.12496,233,0,14.8333,,14.9703,101,0,1.19261,29,0,0,32.721,31,,12500,2250,,0,0,0,1
1709155919329,1,1010123456002,71,,1,0,9,1,0,,14,830,83155,2.15232,236,0,14.5,,15.0804,112,0,1.23501,32,0,0,33.009,31,,12500,2250,,0,0,0,1
1709155919579,1,1010123456002,71,,1,1,21,1,1,,14.0508,826,101820,2.24118,233,0,14.6667,,13.8364,55,0,0.163584,16,0,0,36.1541,31,,12450,2433,,0,0,0,1
1709155919829,1,1010123456002,71,,1,1,21,1,1,,14.6688,794,0,5.41424,235,0,13.1429,,13.9211,38,0,0.138976,11,0,0,35.6058,31,,11131,4731,,0,0,0,1
1709155920079,1,1010123456002,71,,1,1,21,1,1,,14.0411,462,0,2.6327,132,0,13.3333,,13.6863,51,0,0.149984,15,0,0,35.794,31,,3140,2508,,0,0,0,1
1709155920329,1,1010123456002,71,,1,1,15,1,1,,14.5863,626,10267,3.84486,172,0,13.5,,14.322,59,142368,0.33184,17,0,0,34.6925,31,,8183,3624,,0,0,0,1
1709155920579,1,1010123456002,71,,1,1,15,1,1,,14.5791,468,36514,2.1159,134,0,14.1667,,14.3284,67,0,0.626464,19,0,0,33.8351,31,,5132,1917,,0,0,0,1
1709155920829,1,1010123456002,71,,1,1,15,1,1,,14.8,875,67651,4.1872,250,0,14,,13.0217,46,0,0.130208,13,0,0,36.1107,31,,12500,3750,,0,0,0,1
1709155921079,1,1010123456002,71,,1,1,15,1,1,,14.8,875,39632,4.1872,250,0,13.8333,,13.3396,53,0,0.158176,15,0,0,35.9014,31,,12500,3750,,0,0,0,1
1709155921329,1,1010123456002,71,,1,1,15,1,1,,14.7399,273,0,1.41549,86,0,14.1667,,12.8571,7,0,0.1,2,0,0,36.2712,31,,3638,1155,,0,0,0,1
1709155921579,1,1010123456002,71,,1,1,15,1,1,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155921829,1,1010123456002,71,,1,1,15,1,1,,14.6602,465,36801,2.0145,125,0,14.2857,,15.5472,106,0,1.34346,30,0,0,32.2406,31,,6134,1932,,0,0,0,1
1709155922079,1,1010123456002,71,,1,1,21,1,1,,14.7931,875,65826,4.24506,250,0,13.5,,13.6491,57,0,0.159232,16,0,0,36.048,31,,12500,3852,,0,0,0,1
1709155922329,1,1010123456002,71,,1,1,21,1,1,,14.4768,581,41831,3.68598,166,0,13.8333,,13.0571,35,0,0.1,10,0,0,35.7007,31,,7236,3372,,0,0,0,1
1709155922579,1,1010123456002,71,,1,1,21,1,1,,14.6829,823,0,5.61622,243,0,13.5,,13.2222,36,0,0.1,10,0,0,35.6924,31,,11560,4920,,0,0,0,1
1709155922829,1,1010123456002,71,,1,1,21,1,1,,0,0,0,0,0,0,14.4286,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155923079,1,1010123456002,71,,1,1,21,1,1,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155923329,1,1010123456002,71,,1,2,23,1,2,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155923579,1,1010123456002,71,,1,2,23,1,2,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155923829,1,1010123456002,71,,1,2,23,1,2,,0,0,0,0,0,0,14.7143,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155924079,1,1010123456002,71,,1,2,26,1,2,,11.25,20,0,0.013952,6,0,15,,15,11,0,0.1,3,0,0,35.9772,31,,18,18,,0,0,0,1
1709155924329,1,1010123456002,71,,1,1,15,1,1,,11.2692,52,0,0.148768,15,0,14.5,,13.8966,29,0,0.1,8,0,0,35.6722,31,,152,151,,0,0,0,1
1709155924579,1,1010123456002,71,,1,2,26,1,2,,11.6842,76,0,0.129632,21,0,14.5,,15.1579,76,0,0.856384,21,0,0,32.9293,31,,112,132,,0,0,0,1
1709155924829,1,1010123456002,71,,1,1,21,1,1,,12.7368,190,0,0.670496,54,0,14.2857,,15.4434,106,0,1.37434,30,0,0,32.1503,31,,907,664,,0,0,0,1
1709155925079,1,1010123456002,71,,1,1,21,1,1,,11.6222,45,0,0.131488,13,0,14.8333,,14.8696,69,0,0.7416,20,0,0,33.1678,31,,96,147,,0,0,0,1
1709155925329,1,1010123456002,71,,1,1,21,1,1,,12.2527,91,0,0.188416,23,0,14.6667,,14.4688,32,0,0.163712,9,0,0,35.0304,31,,185,201,,0,0,0,1
1709155925579,1,1010123456002,71,,1,0,9,1,0,,11,10,0,0.027968,6,0,14.8333,,14.0667,15,0,0.1,4,0,0,34.464,31,,13,30,,0,0,0,1
1709155925829,1,1010123456002,71,,1,2,26,1,2,,0,0,0,0,0,0,14.5714,,12.8571,7,0,0.1,2,0,0,36.4385,31,,0,0,,0,0,0,1
1709155926079,1,1010123456002,71,,1,0,9,1,0,,5.71429,7,0,0.0024,2,0,14.6667,,15.8205,39,0,0.568096,11,0,0,31.4878,31,,6,6,,0,0,0,1
1709155926329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155926579,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,15,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155926829,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.7143,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155927079,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155927329,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155927579,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155927829,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8571,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155928079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155928329,1,1010123456002,71,,1,0,9,1,0,,12.7547,53,0,0.118016,15,0,14.6667,,13.7143,21,0,0.1,6,0,0,35.6518,31,,350,123,,0,0,0,1
1709155928579,1,1010123456002,71,,1,0,9,1,0,,0,3,0,0.002336,1,0,14.6667,,0,0,0,0,0,0,0,0,0,,3,3,,0,0,0,0
1709155928829,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.7143,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155929079,1,1010123456002,71,,1,0,6,1,0,,13.2041,49,0,0.111296,14,0,14.8333,,15.8205,39,0,0.55888,11,0,0,31.5712,31,,370,123,,0,0,0,1
1709155929329,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155929579,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.8333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155929829,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.5714,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155930079,1,1010123456002,71,,1,0,9,1,0,,0,0,0,0,0,0,14.8333,,12.8571,7,0,0.1,2,0,0,34.9554,31,,0,0,,0,0,0,1
1709155930329,1,1010123456002,71,,1,0,9,1,0,,0,3,0,0.002336,1,0,14.6667,,0,0,0,0,0,0,0,0,0,,3,3,,0,0,0,0
1709155930579,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.6667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1709155930829,1,1010123456002,71,,1,0,6,1,0,,0,0,0,0,0,0,14.8571,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
